"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.878355149E2,5.237720194E1,4.878002880E0,1.805375513E1,0.000000000E0,0.000000000E0,4.528849792E1,2.495640945E1
1.888347978E2,5.237720195E1,4.878002970E0,1.803672639E1,0.000000000E0,0.000000000E0,5.159196854E1,2.687228584E1
1.898356173E2,5.237720197E1,4.878002980E0,1.803446812E1,0.000000000E0,0.000000000E0,5.285509109E1,2.650414085E1
1.908333139E2,5.237720220E1,4.878003200E0,1.797343342E1,0.000000000E0,0.000000000E0,5.167245102E1,2.842626381E1
1.918338600E2,5.237720228E1,4.878003180E0,1.795774749E1,0.000000000E0,0.000000000E0,5.563990021E1,3.057408333E1
1.928346321E2,5.237720237E1,4.878003270E0,1.792704698E1,0.000000000E0,0.000000000E0,6.393198395E1,3.313280106E1
1.938341945E2,5.237720240E1,4.878003340E0,1.791892939E1,0.000000000E0,0.000000000E0,6.393108368E1,3.175373459E1
1.948333002E2,5.237720248E1,4.878003400E0,1.789201303E1,0.000000000E0,0.000000000E0,6.620196533E1,3.097904205E1
1.958342496E2,5.237720255E1,4.878003360E0,1.787858537E1,0.000000000E0,0.000000000E0,6.686814880E1,2.992413139E1
1.968359633E2,5.237720263E1,4.878003420E0,1.785350007E1,0.000000000E0,0.000000000E0,6.737522888E1,2.904713440E1
1.978323840E2,5.237720270E1,4.878003410E0,1.783433513E1,0.000000000E0,0.000000000E0,5.724168777E1,2.671210098E1
1.988359392E2,5.237720137E1,4.878018500E0,1.787773801E1,0.000000000E0,0.000000000E0,1.939864922E1,2.281084061E1
1.998337027E2,5.237720144E1,4.878018480E0,1.785661994E1,0.000000000E0,0.000000000E0,1.944217873E1,2.106110382E1
2.008338361E2,5.237720144E1,4.878018490E0,1.784868537E1,0.000000000E0,0.000000000E0,1.986053848E1,1.983857346E1
2.018339630E2,5.237720145E1,4.878018490E0,1.784398568E1,0.000000000E0,0.000000000E0,2.177939034E1,1.924435425E1
2.028357897E2,5.237720146E1,4.878018490E0,1.784221567E1,0.000000000E0,0.000000000E0,2.276423836E1,1.825869370E1
2.038336186E2,5.237720150E1,4.878018490E0,1.783257218E1,0.000000000E0,0.000000000E0,2.423659134E1,1.707375908E1
2.048345785E2,5.237720153E1,4.878018480E0,1.782305073E1,0.000000000E0,0.000000000E0,2.508093452E1,1.630310059E1
2.058369077E2,5.237720158E1,4.878018510E0,1.780467923E1,0.000000000E0,0.000000000E0,2.472295570E1,1.544955635E1
2.068357954E2,5.237720163E1,4.878018470E0,1.779247225E1,0.000000000E0,0.000000000E0,2.638696289E1,1.548821068E1
2.078345020E2,5.237720165E1,4.878018500E0,1.778612464E1,0.000000000E0,0.000000000E0,2.744956779E1,1.509445095E1
2.088367547E2,5.237720166E1,4.878018520E0,1.778020425E1,0.000000000E0,0.000000000E0,2.738302994E1,1.420886326E1
2.098358105E2,5.237720169E1,4.878018430E0,1.778044838E1,0.000000000E0,0.000000000E0,2.711244392E1,1.429820728E1
2.108348838E2,5.237720166E1,4.878018440E0,1.778374425E1,0.000000000E0,0.000000000E0,2.684678078E1,1.525704384E1
2.118353303E2,5.237720167E1,4.878018480E0,1.777745766E1,0.000000000E0,0.000000000E0,2.743365288E1,1.482992077E1
2.128352617E2,5.237720169E1,4.878018470E0,1.777068278E1,0.000000000E0,0.000000000E0,2.779215240E1,1.413569355E1
2.138357348E2,5.237720171E1,4.878018500E0,1.776048996E1,0.000000000E0,0.000000000E0,2.850096321E1,1.394758987E1
2.148363482E2,5.237720173E1,4.878018510E0,1.775432544E1,0.000000000E0,0.000000000E0,2.715266228E1,1.420791721E1
2.158344309E2,5.237720175E1,4.878018460E0,1.775243335E1,0.000000000E0,0.000000000E0,2.990640831E1,1.531114960E1
